slno,vehicle_type,brand ,model       ,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
1317,car         ,toyota,Vitz        ,petrol     ,2015     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6500
1318,car         ,toyota,Vitz        ,petrol     ,2015     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5500
1319,car         ,toyota,Vitz        ,petrol     ,2015     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7000
1320,car         ,toyota,Vitz        ,petrol     ,2015     ,40000        ,40230  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5500
1321,car         ,toyota,Vitz        ,petrol     ,2015     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
1322,car         ,toyota,Vitz        ,petrol     ,2015     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5500
1323,car         ,toyota,Vitz        ,petrol     ,2015     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5200
1324,car         ,toyota,Vitz        ,petrol     ,2015     ,80000        ,80150  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5350
1325,car         ,toyota,Vitz        ,petrol     ,2015     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5400
1326,car         ,toyota,Vitz        ,petrol     ,2015     ,100000       ,100325 ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,5500
1327,car         ,toyota,Vitz        ,petrol     ,2016     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5500
1328,car         ,toyota,Vitz        ,petrol     ,2016     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
1329,car         ,toyota,Vitz        ,petrol     ,2016     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,5250
1330,car         ,toyota,Vitz        ,petrol     ,2016     ,30000        ,30100  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,5350
1331,car         ,toyota,Vitz        ,petrol     ,2016     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5200
1332,car         ,toyota,Vitz        ,petrol     ,2016     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5300
1333,car         ,toyota,Vitz        ,petrol     ,2016     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5420
1334,car         ,toyota,Vitz        ,petrol     ,2016     ,70000        ,71200  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6500
1335,car         ,toyota,Vitz        ,petrol     ,2016     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7100
1336,car         ,toyota,Vitz        ,petrol     ,2016     ,90000        ,90650  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,5900
1337,car         ,toyota,Vitz        ,petrol     ,2016     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6100
1338,car         ,toyota,Vitz        ,petrol     ,2017     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8750
1339,car         ,toyota,Vitz        ,petrol     ,2017     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,8800
1340,car         ,toyota,Vitz        ,petrol     ,2017     ,20000        ,20450  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7890
1341,car         ,toyota,Vitz        ,petrol     ,2017     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9800
1342,car         ,toyota,Vitz        ,petrol     ,2017     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
1343,car         ,toyota,Vitz        ,petrol     ,2017     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7250
1344,car         ,toyota,Vitz        ,petrol     ,2017     ,60000        ,60750  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7100
1345,car         ,toyota,Vitz        ,petrol     ,2017     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
1346,car         ,toyota,Vitz        ,petrol     ,2017     ,80000        ,80150  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7150
1347,car         ,toyota,Vitz        ,petrol     ,2017     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7200
1348,car         ,toyota,Vitz        ,petrol     ,2017     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
1349,car         ,toyota,Vitz        ,petrol     ,2018     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7120
1350,car         ,toyota,Vitz        ,petrol     ,2018     ,10000        ,10560  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6900
1351,car         ,toyota,Vitz        ,petrol     ,2018     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7300
1352,car         ,toyota,Vitz        ,petrol     ,2018     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7250
1353,car         ,toyota,Vitz        ,petrol     ,2018     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
1354,car         ,toyota,Vitz        ,petrol     ,2018     ,50000        ,50115  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7100
1355,car         ,toyota,Vitz        ,petrol     ,2018     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8300
1356,car         ,toyota,Vitz        ,petrol     ,2018     ,70000        ,71200  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,8250
1357,car         ,toyota,Vitz        ,petrol     ,2018     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8400
1358,car         ,toyota,Vitz        ,petrol     ,2018     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8150
1359,car         ,toyota,Vitz        ,petrol     ,2018     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,10000
1360,car         ,toyota,Vitz        ,petrol     ,2019     ,5000         ,5325   ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9500
1361,car         ,toyota,Vitz        ,petrol     ,2019     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9870
1362,car         ,toyota,Vitz        ,petrol     ,2019     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9100
1363,car         ,toyota,Vitz        ,petrol     ,2019     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6000
1364,car         ,toyota,Vitz        ,petrol     ,2019     ,40000        ,40230  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6950
1365,car         ,toyota,Vitz        ,petrol     ,2019     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6250
1366,car         ,toyota,Vitz        ,petrol     ,2019     ,60000        ,60750  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,6000
1367,car         ,toyota,Vitz        ,petrol     ,2019     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6100
1368,car         ,toyota,Vitz        ,petrol     ,2019     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6200
1369,car         ,toyota,Vitz        ,petrol     ,2019     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,6150
1370,car         ,toyota,Vitz        ,petrol     ,2019     ,100000       ,100325 ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6100
1371,car         ,toyota,premio      ,petrol     ,2007     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,5900
1372,car         ,toyota,premio      ,petrol     ,2007     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6000
1373,car         ,toyota,premio      ,petrol     ,2007     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6250
1374,car         ,toyota,premio      ,petrol     ,2007     ,30000        ,30100  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6000
1375,car         ,toyota,premio      ,petrol     ,2007     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6100
1376,car         ,toyota,premio      ,petrol     ,2007     ,50000        ,50115  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7300
1377,car         ,toyota,premio      ,petrol     ,2007     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7250
1378,car         ,toyota,premio      ,petrol     ,2007     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7100
1379,car         ,toyota,premio      ,petrol     ,2007     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7450
1380,car         ,toyota,premio      ,petrol     ,2007     ,90000        ,90650  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9500
1381,car         ,toyota,premio      ,petrol     ,2007     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8500
1382,car         ,toyota,premio      ,petrol     ,2008     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8250
1383,car         ,toyota,premio      ,petrol     ,2008     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8300
1384,car         ,toyota,premio      ,petrol     ,2008     ,20000        ,20450  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6950
1385,car         ,toyota,premio      ,petrol     ,2008     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6950
1386,car         ,toyota,premio      ,petrol     ,2008     ,40000        ,40230  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7200
1387,car         ,toyota,premio      ,petrol     ,2008     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6900
1388,car         ,toyota,premio      ,petrol     ,2008     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7000
1389,car         ,toyota,premio      ,petrol     ,2008     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7030
1390,car         ,toyota,premio      ,petrol     ,2008     ,80000        ,80150  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,6930
1391,car         ,toyota,premio      ,petrol     ,2008     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6900
1392,car         ,toyota,premio      ,petrol     ,2008     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6750
1393,car         ,toyota,premio      ,petrol     ,2009     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,6800
1394,car         ,toyota,premio      ,petrol     ,2009     ,10000        ,10560  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7150
1395,car         ,toyota,premio      ,petrol     ,2009     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7100
1396,car         ,toyota,premio      ,petrol     ,2009     ,30000        ,30100  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,6950
1397,car         ,toyota,premio      ,petrol     ,2009     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8050
1398,car         ,toyota,premio      ,petrol     ,2009     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8100
1399,car         ,toyota,premio      ,petrol     ,2009     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,8200
1400,car         ,toyota,premio      ,petrol     ,2009     ,70000        ,71200  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8000
1401,car         ,toyota,premio      ,petrol     ,2009     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9250
1402,car         ,toyota,premio      ,petrol     ,2009     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8900
1403,car         ,toyota,premio      ,petrol     ,2009     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9250
1404,car         ,toyota,premio      ,petrol     ,2010     ,5000         ,5325   ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9000
1405,car         ,toyota,premio      ,petrol     ,2010     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7400
1406,car         ,toyota,premio      ,petrol     ,2010     ,20000        ,20450  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7250
1407,car         ,toyota,premio      ,petrol     ,2010     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7350
1408,car         ,toyota,premio      ,petrol     ,2010     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7300
1409,car         ,toyota,premio      ,petrol     ,2010     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,7450
1410,car         ,toyota,premio      ,petrol     ,2010     ,60000        ,60750  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7600
1411,car         ,toyota,premio      ,petrol     ,2010     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7500
1412,car         ,toyota,premio      ,petrol     ,2010     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7290
1413,car         ,toyota,premio      ,petrol     ,2010     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7350
1414,car         ,toyota,premio      ,petrol     ,2010     ,100000       ,100325 ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7400
1415,car         ,toyota,premio      ,petrol     ,2011     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,7700
1416,car         ,toyota,premio      ,petrol     ,2011     ,10000        ,10560  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,7250
1417,car         ,toyota,premio      ,petrol     ,2011     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,7450
1418,car         ,toyota,premio      ,petrol     ,2011     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8400
1419,car         ,toyota,premio      ,petrol     ,2011     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,8250
1420,car         ,toyota,premio      ,petrol     ,2011     ,50000        ,50115  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8200
1421,car         ,toyota,premio      ,petrol     ,2011     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8300
1422,car         ,toyota,premio      ,petrol     ,2011     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,12000
1423,car         ,toyota,premio      ,petrol     ,2011     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,11050
1424,car         ,toyota,premio      ,petrol     ,2011     ,90000        ,90650  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,10500
1425,car         ,toyota,premio      ,petrol     ,2011     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,11000
1426,car         ,toyota,premio      ,petrol     ,2013     ,5000         ,5325   ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,8200
1427,car         ,toyota,premio      ,petrol     ,2013     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8205
1428,car         ,toyota,premio      ,petrol     ,2013     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8350
1429,car         ,toyota,premio      ,petrol     ,2013     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,8400
1430,car         ,toyota,premio      ,petrol     ,2013     ,40000        ,40230  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8200
1431,car         ,toyota,premio      ,petrol     ,2013     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8200
1432,car         ,toyota,premio      ,petrol     ,2013     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8250
1433,car         ,toyota,premio      ,petrol     ,2013     ,70000        ,71200  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8230
1434,car         ,toyota,premio      ,petrol     ,2013     ,80000        ,80150  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8100
1435,car         ,toyota,premio      ,petrol     ,2013     ,90000        ,90650  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8250
1436,car         ,toyota,premio      ,petrol     ,2013     ,100000       ,100325 ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,8300
1437,car         ,toyota,premio      ,petrol     ,2014     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,8100
1438,car         ,toyota,premio      ,petrol     ,2014     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,8250
1439,car         ,toyota,premio      ,petrol     ,2014     ,20000        ,20450  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,9750
1440,car         ,toyota,premio      ,petrol     ,2014     ,30000        ,30100  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9300
1441,car         ,toyota,premio      ,petrol     ,2014     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9250
1442,car         ,toyota,premio      ,petrol     ,2014     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9500
1443,car         ,toyota,premio      ,petrol     ,2014     ,60000        ,60750  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,13250
1444,car         ,toyota,premio      ,petrol     ,2014     ,70000        ,71200  ,1         ,1         ,0                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,13450
1445,car         ,toyota,premio      ,petrol     ,2014     ,80000        ,80150  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,12500
1446,car         ,toyota,premio      ,petrol     ,2014     ,90000        ,90650  ,1         ,1         ,1                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,1                 ,0         ,1     ,0      ,13000
1447,car         ,toyota,premio      ,petrol     ,2014     ,100000       ,100325 ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9400
1448,car         ,toyota,premio      ,petrol     ,2015     ,5000         ,5325   ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9550
1449,car         ,toyota,premio      ,petrol     ,2015     ,10000        ,10560  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,1     ,0      ,9450
1450,car         ,toyota,premio      ,petrol     ,2015     ,20000        ,20450  ,1         ,1         ,1                ,1                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,1         ,0     ,1      ,9350
1451,car         ,toyota,premio      ,petrol     ,2015     ,30000        ,30100  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9500
1452,car         ,toyota,premio      ,petrol     ,2015     ,40000        ,40230  ,1         ,1         ,0                ,0                     ,1                            ,1               ,0          ,1         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9700
1453,car         ,toyota,premio      ,petrol     ,2015     ,50000        ,50115  ,1         ,1         ,0                ,0                     ,1                            ,1               ,1          ,0         ,1          ,1                   ,0                 ,0         ,0     ,0      ,9850
