slno,vehicle_type,brand,model,engine_type,make_year,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,timing_belt,cost
1600,car,toyota,passo,petrol,2015,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1601,car,toyota,passo,petrol,2015,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1602,car,toyota,passo,petrol,2016,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1603,car,toyota,passo,petrol,2016,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1604,car,toyota,passo,petrol,2016,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1605,car,toyota,passo,petrol,2016,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1606,car,toyota,passo,petrol,2016,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1607,car,toyota,passo,petrol,2016,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1608,car,toyota,passo,petrol,2016,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1609,car,toyota,passo,petrol,2016,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1610,car,toyota,passo,petrol,2016,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1611,car,toyota,passo,petrol,2016,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1612,car,toyota,passo,petrol,2016,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1613,car,toyota,passo,petrol,2017,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1614,car,toyota,passo,petrol,2017,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1615,car,toyota,passo,petrol,2017,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1616,car,toyota,passo,petrol,2017,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1617,car,toyota,passo,petrol,2017,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1618,car,toyota,passo,petrol,2017,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1619,car,toyota,passo,petrol,2017,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1620,car,toyota,passo,petrol,2017,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1621,car,toyota,passo,petrol,2017,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1622,car,toyota,passo,petrol,2017,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1623,car,toyota,passo,petrol,2017,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1624,car,toyota,passo,petrol,2018,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1625,car,toyota,passo,petrol,2018,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1626,car,toyota,passo,petrol,2018,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1627,car,toyota,passo,petrol,2018,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1628,car,toyota,passo,petrol,2018,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1629,car,toyota,passo,petrol,2018,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1630,car,toyota,passo,petrol,2018,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1631,car,toyota,passo,petrol,2018,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1632,car,toyota,passo,petrol,2018,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1633,car,toyota,passo,petrol,2018,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1634,car,toyota,passo,petrol,2018,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1635,car,toyota,passo,petrol,2019,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1636,car,toyota,passo,petrol,2019,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1637,car,toyota,passo,petrol,2019,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1638,car,toyota,passo,petrol,2019,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1639,car,toyota,passo,petrol,2019,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1640,car,toyota,passo,petrol,2019,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1641,car,toyota,passo,petrol,2019,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1642,car,toyota,passo,petrol,2019,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1643,car,toyota,passo,petrol,2019,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1644,car,toyota,passo,petrol,2019,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1645,car,toyota,passo,petrol,2019,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1646,car,toyota,axio,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1647,car,toyota,axio,petrol,2007,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1648,car,toyota,axio,petrol,2007,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1649,car,toyota,axio,petrol,2007,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1650,car,toyota,axio,petrol,2007,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1651,car,toyota,axio,petrol,2007,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1652,car,toyota,axio,petrol,2007,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1653,car,toyota,axio,petrol,2007,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1654,car,toyota,axio,petrol,2007,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1655,car,toyota,axio,petrol,2007,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1656,car,toyota,axio,petrol,2007,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1657,car,toyota,axio,petrol,2008,5000,5325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1658,car,toyota,axio,petrol,2008,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1659,car,toyota,axio,petrol,2008,20000,20450,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1660,car,toyota,axio,petrol,2008,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1661,car,toyota,axio,petrol,2008,40000,40230,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1662,car,toyota,axio,petrol,2008,50000,50115,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1663,car,toyota,axio,petrol,2008,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1664,car,toyota,axio,petrol,2008,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1665,car,toyota,axio,petrol,2008,80000,80150,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1666,car,toyota,axio,petrol,2008,90000,90650,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1667,car,toyota,axio,petrol,2008,100000,100325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1668,car,toyota,axio,petrol,2011,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1669,car,toyota,axio,petrol,2011,10000,10560,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1670,car,toyota,axio,petrol,2011,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1671,car,toyota,axio,petrol,2011,30000,30100,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1672,car,toyota,axio,petrol,2011,40000,40230,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1673,car,toyota,axio,petrol,2011,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1674,car,toyota,axio,petrol,2011,60000,60750,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1675,car,toyota,axio,petrol,2011,70000,71200,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1676,car,toyota,axio,petrol,2011,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1677,car,toyota,axio,petrol,2011,90000,90650,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1678,car,toyota,axio,petrol,2011,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1679,car,toyota,axio,petrol,2013,5000,5325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1680,car,toyota,axio,petrol,2013,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1681,car,toyota,axio,petrol,2013,20000,20450,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1682,car,toyota,axio,petrol,2013,30000,30100,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1683,car,toyota,axio,petrol,2013,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1684,car,toyota,axio,petrol,2013,50000,50115,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1685,car,toyota,axio,petrol,2013,60000,60750,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1686,car,toyota,axio,petrol,2013,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1687,car,toyota,axio,petrol,2013,80000,80150,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1688,car,toyota,axio,petrol,2013,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1689,car,toyota,axio,petrol,2013,100000,100325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1690,car,toyota,axio,petrol,2014,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1691,car,toyota,axio,petrol,2014,10000,10560,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1692,car,toyota,axio,petrol,2014,20000,20450,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1693,car,toyota,axio,petrol,2014,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1694,car,toyota,axio,petrol,2014,40000,40230,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1695,car,toyota,axio,petrol,2014,50000,50115,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1696,car,toyota,axio,petrol,2014,60000,60750,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1697,car,toyota,axio,petrol,2014,70000,71200,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1698,car,toyota,axio,petrol,2014,80000,80150,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1699,car,toyota,axio,petrol,2014,90000,90650,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1700,car,toyota,axio,petrol,2014,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1701,car,toyota,axio,petrol,2015,5000,5325,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1702,car,toyota,axio,petrol,2015,10000,10560,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1703,car,toyota,axio,petrol,2015,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1704,car,toyota,axio,petrol,2015,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1705,car,toyota,axio,petrol,2015,40000,40230,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1706,car,toyota,axio,petrol,2015,50000,50115,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1707,car,toyota,axio,petrol,2015,60000,60750,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1708,car,toyota,axio,petrol,2015,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1709,car,toyota,axio,petrol,2015,80000,80150,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1710,car,toyota,axio,petrol,2015,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1711,car,toyota,axio,petrol,2015,100000,100325,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1712,car,toyota,axio,petrol,2016,5000,5325,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1713,car,toyota,axio,petrol,2016,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1714,car,toyota,axio,petrol,2016,20000,20450,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1715,car,toyota,axio,petrol,2016,30000,30100,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1716,car,toyota,axio,petrol,2016,40000,40230,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1717,car,toyota,axio,petrol,2016,50000,50115,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1718,car,toyota,axio,petrol,2016,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1719,car,toyota,axio,petrol,2016,70000,71200,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1720,car,toyota,axio,petrol,2016,80000,80150,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1721,car,toyota,axio,petrol,2016,90000,90650,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1722,car,toyota,axio,petrol,2016,100000,100325,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1723,car,toyota,axio,petrol,2017,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1724,car,toyota,axio,petrol,2017,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1725,car,toyota,axio,petrol,2017,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1726,car,toyota,axio,petrol,2017,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1727,car,toyota,axio,petrol,2017,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1728,car,toyota,axio,petrol,2017,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1729,car,toyota,axio,petrol,2017,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1730,car,toyota,axio,petrol,2017,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1731,car,toyota,axio,petrol,2017,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1732,car,toyota,axio,petrol,2017,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1733,car,toyota,axio,petrol,2017,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1734,car,toyota,axio,petrol,2018,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1735,car,toyota,axio,petrol,2018,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1736,car,toyota,axio,petrol,2018,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1737,car,toyota,axio,petrol,2018,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1738,car,toyota,axio,petrol,2018,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1739,car,toyota,axio,petrol,2018,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1740,car,toyota,axio,petrol,2018,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1741,car,toyota,axio,petrol,2018,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1742,car,toyota,axio,petrol,2018,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1743,car,toyota,axio,petrol,2018,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1744,car,toyota,axio,petrol,2018,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1745,car,toyota,axio,petrol,2019,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1746,car,toyota,axio,petrol,2019,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1747,car,toyota,axio,petrol,2019,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1748,car,toyota,axio,petrol,2019,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1749,car,toyota,axio,petrol,2019,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1750,car,toyota,axio,petrol,2019,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1751,car,toyota,axio,petrol,2019,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1752,car,toyota,axio,petrol,2019,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1753,car,toyota,axio,petrol,2019,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1754,car,toyota,axio,petrol,2019,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1755,car,toyota,axio,petrol,2019,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1756,car,toyota,axio,petrol,2020,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1757,car,toyota,axio,petrol,2020,10000,10560,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1758,car,toyota,axio,petrol,2020,20000,20450,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1759,car,toyota,axio,petrol,2020,30000,30100,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1760,car,toyota,axio,petrol,2020,40000,40230,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1761,car,toyota,axio,petrol,2020,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1762,car,toyota,axio,petrol,2020,60000,60750,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1763,car,toyota,axio,petrol,2020,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1764,car,toyota,axio,petrol,2020,80000,80150,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1765,car,toyota,axio,petrol,2020,90000,90650,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1766,car,toyota,axio,petrol,2020,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1767,car,toyota,soluna,petrol,2000,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1768,car,toyota,soluna,petrol,2000,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1769,car,toyota,soluna,petrol,2000,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1770,car,toyota,soluna,petrol,2000,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1771,car,toyota,soluna,petrol,2000,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1772,car,toyota,soluna,petrol,2000,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1773,car,toyota,soluna,petrol,2000,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1774,car,toyota,soluna,petrol,2000,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1775,car,toyota,soluna,petrol,2000,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1776,car,toyota,soluna,petrol,2000,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1777,car,toyota,soluna,petrol,2000,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1778,car,toyota,soluna,petrol,2001,5000,5325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1779,car,toyota,soluna,petrol,2001,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1780,car,toyota,soluna,petrol,2001,20000,20450,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1781,car,toyota,soluna,petrol,2001,30000,30100,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1782,car,toyota,soluna,petrol,2001,40000,40230,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1783,car,toyota,soluna,petrol,2001,50000,50115,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1784,car,toyota,soluna,petrol,2001,60000,60750,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1785,car,toyota,soluna,petrol,2001,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1786,car,toyota,soluna,petrol,2001,80000,80150,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1787,car,toyota,soluna,petrol,2001,90000,90650,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1788,car,toyota,soluna,petrol,2001,100000,100325,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1789,car,toyota,soluna,petrol,2004,5000,5325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1790,car,toyota,soluna,petrol,2004,10000,10560,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1791,car,toyota,soluna,petrol,2004,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1792,car,toyota,soluna,petrol,2004,30000,30100,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1793,car,toyota,soluna,petrol,2004,40000,40230,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1794,car,toyota,soluna,petrol,2004,50000,50115,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1795,car,toyota,soluna,petrol,2004,60000,60750,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1796,car,toyota,soluna,petrol,2004,70000,71200,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1797,car,toyota,soluna,petrol,2004,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1798,car,toyota,soluna,petrol,2004,90000,90650,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1799,car,toyota,soluna,petrol,2004,100000,100325,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1800,car,toyota,soluna,petrol,2008,5000,5325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1801,car,toyota,soluna,petrol,2008,10000,10560,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1802,car,toyota,soluna,petrol,2008,20000,20450,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1803,car,toyota,soluna,petrol,2008,30000,30100,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1804,car,toyota,soluna,petrol,2008,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1805,car,toyota,soluna,petrol,2008,50000,50115,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1806,car,toyota,soluna,petrol,2008,60000,60750,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1807,car,toyota,soluna,petrol,2008,70000,71200,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1808,car,toyota,soluna,petrol,2008,80000,80150,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1809,car,toyota,soluna,petrol,2008,90000,90650,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1810,car,toyota,soluna,petrol,2008,100000,100325,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,
1811,car,toyota,vios,petrol,2003,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1812,car,toyota,vios,petrol,2003,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1813,car,toyota,vios,petrol,2003,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,
1814,car,toyota,vios,petrol,2003,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,
1815,car,toyota,vios,petrol,2003,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1816,car,toyota,vios,petrol,2003,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1817,car,toyota,vios,petrol,2003,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1818,car,toyota,vios,petrol,2003,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1819,car,toyota,vios,petrol,2003,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1820,car,toyota,vios,petrol,2003,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1821,car,toyota,vios,petrol,2003,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1822,car,toyota,vios,petrol,2004,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1823,car,toyota,vios,petrol,2004,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1824,car,toyota,vios,petrol,2004,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,
1825,car,toyota,vios,petrol,2004,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,
1826,car,toyota,vios,petrol,2004,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1827,car,toyota,vios,petrol,2004,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1828,car,toyota,vios,petrol,2004,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1829,car,toyota,vios,petrol,2004,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1830,car,toyota,vios,petrol,2004,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1831,car,toyota,vios,petrol,2004,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1832,car,toyota,vios,petrol,2004,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1833,car,toyota,vios,petrol,2005,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1834,car,toyota,vios,petrol,2005,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
1835,car,toyota,vios,petrol,2005,20000,20450,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,
1836,car,toyota,vios,petrol,2005,30000,30100,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,
1837,car,toyota,vios,petrol,2005,40000,40230,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,
1838,car,toyota,vios,petrol,2005,50000,50115,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,
1839,car,toyota,vios,petrol,2005,60000,60750,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,
1840,car,toyota,vios,petrol,2005,70000,71200,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,
1841,car,toyota,vios,petrol,2005,80000,80150,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,
1842,car,toyota,vios,petrol,2005,90000,90650,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,
1843,car,toyota,vios,petrol,2005,100000,100325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1844,car,toyota,vios,petrol,2007,5000,5325,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,
1845,car,toyota,vios,petrol,2007,10000,10560,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,
